_dbt_source_relation,ss_id,prev_ss_id,organization_id,connector_type,asset_type,asset_id,import_time,asset_hostname,asset_operating_systems,asset_ipv4,asset_device_type,vuln_cves,vuln_cvss3_base_score,vuln_cvss_base_score,vuln_description,vuln_exploit_available,vuln_risk_factor,vuln_name,vuln_port,vuln_id,vuln_remediation,vuln_severity,finding_priority,severity_modification_type,first_seen_at,last_seen_at,finding_state,asset_operating_system_version,asset_fqdn,finding_url,location_url,vuln_labels
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:9b1824ee-6194-5982-b29a-b9dbd0bb6fbe:wiz_issue:073ea60f-3b7a-472b-bc05-6ef373877f70,073ea60f-3b7a-472b-bc05-6ef373877f70:073ea60f-3b7a-472b-bc05-6ef373877f70,demo_env,wiz,virtualMachine,073ea60f-3b7a-472b-bc05-6ef373877f70,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2020-14372""]",7.5,null,"The package `grub2` version `1:2.02-0.86.el7_8` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2020-14372`, which exists in versions `< 1:2.02-0.87.el7_9.2`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:0699) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2020-14372) severity: `High`).nnThe vulnerability can be remediated by updating the package to version `1:2.02-0.87.el7_9.2` or higher, using `yum update grub2`.",null,null,grub2,null,073ea60f-3b7a-472b-bc05-6ef373877f70,yum update grub2,medium,P2,null,2023-03-22 15:58:41.067539,2023-04-19 15:36:30,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'9b1824ee-6194-5982-b29a-b9dbd0bb6fbe))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:a92c148b-9306-52e3-bed0-a0392fcffa9f:wiz_issue:6d622eb1-27f3-4918-9092-46017bb6da5e,6d622eb1-27f3-4918-9092-46017bb6da5e:6d622eb1-27f3-4918-9092-46017bb6da5e,demo_env,wiz,virtualMachine,6d622eb1-27f3-4918-9092-46017bb6da5e,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2014-0449""]",5,null,"File `/opt/ibm/java-x86_64-80/bin/javac` version `8.0.0` is vulnerable to `CVE-2014-0449`, which exists in versions `= 8.0.0`.nnThe vulnerability was found in the [National Vulnerability Database (NVD)](https://nvd.nist.gov/vuln/detail/CVE-2014-0449) based on the CPE `cpe:2.3:a:oracle:jdk` with NVD severity: `Medium`.nnThe file is associated with the technology `JDK`.nnThe vulnerability can be remediated by updating `JDK` to `8.0.2010` or higher.",null,null,cpe:2.3:a:oracle:jdk,null,6d622eb1-27f3-4918-9092-46017bb6da5e,null,medium,P2,null,2023-03-22 15:58:42.029197,2023-04-19 15:36:32,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'a92c148b-9306-52e3-bed0-a0392fcffa9f))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:449c1123-049e-5133-ae44-b45eeb2b9b1d:wiz_issue:14a3c0b6-04e6-4550-94db-bd3e98386bfc,14a3c0b6-04e6-4550-94db-bd3e98386bfc:14a3c0b6-04e6-4550-94db-bd3e98386bfc,demo_env,wiz,virtualMachine,14a3c0b6-04e6-4550-94db-bd3e98386bfc,2023-04-17 19:19:45.677868,null,Windows,"172.31.28.140,3.90.162.222",virtualMachine,"[""CVE-2023-28271""]",5.5,null,"The machine is running `Windows Server 2019`, and found vulnerable to `CVE-2023-28271`.nnThe vulnerability was found in the [Microsoft Security Response Center (MSRC)](https://msrc.microsoft.com/update-guide/en-us/vulnerability/CVE-2023-28271) with vendor severity: `High`.nnThe vulnerability can be remediated by installing `KB5025229 (OS Build 17763.4252)`.",null,null,Windows Server 2019,null,14a3c0b6-04e6-4550-94db-bd3e98386bfc,KB5025229 (OS Build 17763.4252),high,P1,null,2023-04-12 18:49:28.100686,2023-04-17 08:46:44,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'9659a8df-2b4e-522f-b212-0ab889db0803))))))~where~(_vertexID~(EQUALS~(~'449c1123-049e-5133-ae44-b45eeb2b9b1d))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:dcbb16ef-fdb3-5901-96f8-8f4e9a1722da:wiz_issue:ee33fca6-006a-4bce-b46b-7b47c2b12d2c,ee33fca6-006a-4bce-b46b-7b47c2b12d2c:ee33fca6-006a-4bce-b46b-7b47c2b12d2c,demo_env,wiz,virtualMachine,ee33fca6-006a-4bce-b46b-7b47c2b12d2c,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2022-40674""]",8.1,null,"The package `expat` version `2.1.0-12.el7` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2022-40674`, which exists in versions `< 0:2.1.0-15.el7_9`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2022:6834) with vendor severity: `High` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2022-40674) severity: `High`).nnThe vulnerability can be remediated by updating the package to version `2.1.0-15.el7_9` or higher, using `yum update expat`.",null,null,expat,null,ee33fca6-006a-4bce-b46b-7b47c2b12d2c,yum update expat,low,P3,null,2023-03-22 15:58:44.52558,2023-04-19 15:36:29,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'dcbb16ef-fdb3-5901-96f8-8f4e9a1722da))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:7a73b798-4d98-50e0-8a69-61c02be41146:wiz_issue:692ab2a4-3961-4b89-9554-1af4e2626ca6,692ab2a4-3961-4b89-9554-1af4e2626ca6:692ab2a4-3961-4b89-9554-1af4e2626ca6,demo_env,wiz,virtualMachine,692ab2a4-3961-4b89-9554-1af4e2626ca6,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2021-20254""]",6.8,null,"The package `samba-common-libs` version `4.10.16-9.el7_9` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2021-20254`, which exists in versions `< 0:4.10.16-15.el7_9`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:2313) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2021-20254) severity: `Medium`).nnThe vulnerability can be remediated by updating the package to version `4.10.16-15.el7_9` or higher, using `yum update samba-common-libs`.",null,null,samba-common-libs,null,692ab2a4-3961-4b89-9554-1af4e2626ca6,yum update samba-common-libs,low,P3,null,2023-03-22 15:58:43.854922,2023-04-19 15:36:30,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'7a73b798-4d98-50e0-8a69-61c02be41146))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:a0ded87d-5694-5d28-a3ee-012f9755326a:wiz_issue:1ae6933d-4abb-476e-a951-8283c45b421f,1ae6933d-4abb-476e-a951-8283c45b421f:1ae6933d-4abb-476e-a951-8283c45b421f,demo_env,wiz,virtualMachine,1ae6933d-4abb-476e-a951-8283c45b421f,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2022-38178""]",7.5,null,"The package `bind-export-libs` version `32:9.11.4-26.P2.el7_9.2` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2022-38178`, which exists in versions `< 32:9.11.4-26.P2.el7_9.10`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2022:6765) with vendor severity: `High` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2022-38178) severity: `High`).nnThe vulnerability can be remediated by updating the package to version `32:9.11.4-26.P2.el7_9.10` or higher, using `yum update bind-export-libs`.",null,null,bind-export-libs,null,1ae6933d-4abb-476e-a951-8283c45b421f,yum update bind-export-libs,medium,P2,null,2023-03-22 15:58:42.468843,2023-04-19 15:36:29,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'a0ded87d-5694-5d28-a3ee-012f9755326a))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:716f6637-faba-5674-bb5a-8e953da205c7:wiz_issue:90f3383f-ae23-42ab-a718-1dcd81a27248,90f3383f-ae23-42ab-a718-1dcd81a27248:90f3383f-ae23-42ab-a718-1dcd81a27248,demo_env,wiz,virtualMachine,90f3383f-ae23-42ab-a718-1dcd81a27248,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2021-37750""]",6.5,null,"The package `krb5-libs` version `1.15.1-37.el7_6` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2021-37750`, which exists in versions `< 0:1.15.1-51.el7_9`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:4788) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2021-37750) severity: `Medium`).nnThe vulnerability can be remediated by updating the package to version `1.15.1-51.el7_9` or higher, using `yum update krb5-libs`.",null,null,krb5-libs,null,90f3383f-ae23-42ab-a718-1dcd81a27248,yum update krb5-libs,high,P1,null,2023-03-22 15:58:43.656362,2023-04-19 15:36:31,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'716f6637-faba-5674-bb5a-8e953da205c7))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:5cf65fec-7a10-57f3-9923-121a72fbb359:wiz_issue:ee33fca6-006a-4bce-b46b-7b47c2b12d2c,ee33fca6-006a-4bce-b46b-7b47c2b12d2c:ee33fca6-006a-4bce-b46b-7b47c2b12d2c,demo_env,wiz,virtualMachine,ee33fca6-006a-4bce-b46b-7b47c2b12d2c,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2021-20254""]",6.8,null,"The package `samba-client-libs` version `4.10.16-9.el7_9` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2021-20254`, which exists in versions `< 0:4.10.16-15.el7_9`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:2313) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2021-20254) severity: `Medium`).nnThe vulnerability can be remediated by updating the package to version `4.10.16-15.el7_9` or higher, using `yum update samba-client-libs`.",null,null,samba-client-libs,null,ee33fca6-006a-4bce-b46b-7b47c2b12d2c,yum update samba-client-libs,low,P3,null,2023-03-22 15:58:43.046362,2023-04-19 15:36:31,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'5cf65fec-7a10-57f3-9923-121a72fbb359))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:3cb7ba0e-9d5f-5026-93e7-aa0828eac848:wiz_issue:073ea60f-3b7a-472b-bc05-6ef373877f70,073ea60f-3b7a-472b-bc05-6ef373877f70:073ea60f-3b7a-472b-bc05-6ef373877f70,demo_env,wiz,virtualMachine,073ea60f-3b7a-472b-bc05-6ef373877f70,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2022-23307""]",8.8,null,"The library `log4j:log4j` version `1.2.17` was detected in `Maven library manager` located at `/opt/ibm/forensics/indexer/tomcat/default/webapps/ForensicsAnalysisServlet/WEB-INF/lib/log4j-1.2.17.jar` and is vulnerable to `CVE-2022-23307`, which exists in versions `>=1.2.0, < 2.0.0`.nnThe vulnerability was found in the [National Vulnerability Database (NVD)](https://nvd.nist.gov/vuln/detail/CVE-2022-23307) with NVD severity: `High`.nnThe library is associated with the technology `Apache Log4j`.nnThe vulnerability can be remediated by updating `Apache Log4j` to `2.0.0` or higher.",null,null,pkg:java/log4j:log4j,null,073ea60f-3b7a-472b-bc05-6ef373877f70,null,medium,P2,null,2023-03-22 15:58:41.93403,2023-04-19 15:36:32,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'3cb7ba0e-9d5f-5026-93e7-aa0828eac848))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:91d6bf6b-d207-5d1e-b507-a49db53828c3:wiz_issue:6d622eb1-27f3-4918-9092-46017bb6da5e,6d622eb1-27f3-4918-9092-46017bb6da5e:6d622eb1-27f3-4918-9092-46017bb6da5e,demo_env,wiz,virtualMachine,6d622eb1-27f3-4918-9092-46017bb6da5e,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2021-20225""]",6.7,null,"The package `grub2-efi-x64` version `1:2.02-0.86.el7_8` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2021-20225`, which exists in versions `< 1:2.02-0.87.el7_9.2`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:0699) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2021-20225) severity: `Medium`).nnThe vulnerability can be remediated by updating the package to version `1:2.02-0.87.el7_9.2` or higher, using `yum update grub2-efi-x64`.",null,null,grub2-efi-x64,null,6d622eb1-27f3-4918-9092-46017bb6da5e,yum update grub2-efi-x64,medium,P2,null,2023-03-22 15:58:42.864955,2023-04-19 15:36:31,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'91d6bf6b-d207-5d1e-b507-a49db53828c3))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:b6173374-b387-57a5-9be1-3e60546b6db7:wiz_issue:84fcc58a-106c-46ad-ae07-12dfc8a3efe0,84fcc58a-106c-46ad-ae07-12dfc8a3efe0:84fcc58a-106c-46ad-ae07-12dfc8a3efe0,demo_env,wiz,virtualMachine,84fcc58a-106c-46ad-ae07-12dfc8a3efe0,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2016-2124""]",5.9,null,"The package `samba-winbind-modules` version `4.10.16-9.el7_9` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2016-2124`, which exists in versions `< 0:4.10.16-17.el7_9`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:5192) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2016-2124) severity: `Medium`).nnThe vulnerability can be remediated by updating the package to version `4.10.16-17.el7_9` or higher, using `yum update samba-winbind-modules`.",null,null,samba-winbind-modules,null,84fcc58a-106c-46ad-ae07-12dfc8a3efe0,yum update samba-winbind-modules,medium,P2,null,2023-03-22 15:58:42.910746,2023-04-19 15:36:31,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'b6173374-b387-57a5-9be1-3e60546b6db7))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:960b478c-315b-5d94-a024-fdae8fc30cd9:wiz_issue:6d622eb1-27f3-4918-9092-46017bb6da5e,6d622eb1-27f3-4918-9092-46017bb6da5e:6d622eb1-27f3-4918-9092-46017bb6da5e,demo_env,wiz,virtualMachine,6d622eb1-27f3-4918-9092-46017bb6da5e,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2020-14372""]",7.5,null,"The package `grub2-tools-minimal` version `1:2.02-0.86.el7_8` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2020-14372`, which exists in versions `< 1:2.02-0.87.el7_9.2`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:0699) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2020-14372) severity: `High`).nnThe vulnerability can be remediated by updating the package to version `1:2.02-0.87.el7_9.2` or higher, using `yum update grub2-tools-minimal`.",null,null,grub2-tools-minimal,null,6d622eb1-27f3-4918-9092-46017bb6da5e,yum update grub2-tools-minimal,medium,P2,null,2023-03-22 15:58:42.226627,2023-04-19 15:36:30,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'960b478c-315b-5d94-a024-fdae8fc30cd9))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:7c03db79-7de5-5b20-94e6-28ab2d6255da:wiz_issue:84fcc58a-106c-46ad-ae07-12dfc8a3efe0,84fcc58a-106c-46ad-ae07-12dfc8a3efe0:84fcc58a-106c-46ad-ae07-12dfc8a3efe0,demo_env,wiz,virtualMachine,84fcc58a-106c-46ad-ae07-12dfc8a3efe0,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2022-28733""]",0,null,"The package `grub2-common` version `1:2.02-0.86.el7_8` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2022-28733`, which exists in versions `< 1:2.02-0.87.el7_9.11`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2022:8900) with vendor severity: `High`.nnThe vulnerability can be remediated by updating the package to version `1:2.02-0.87.el7_9.11` or higher, using `yum update grub2-common`.",null,null,grub2-common,null,84fcc58a-106c-46ad-ae07-12dfc8a3efe0,yum update grub2-common,medium,P2,null,2023-03-22 15:58:42.252418,2023-04-19 15:36:29,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'7c03db79-7de5-5b20-94e6-28ab2d6255da))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:ca82f1f5-4c59-5fc0-b3cd-f1f800596ddf:wiz_issue:073ea60f-3b7a-472b-bc05-6ef373877f70,073ea60f-3b7a-472b-bc05-6ef373877f70:073ea60f-3b7a-472b-bc05-6ef373877f70,demo_env,wiz,virtualMachine,073ea60f-3b7a-472b-bc05-6ef373877f70,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2020-14372""]",7.5,null,"The package `grub2-tools` version `1:2.02-0.86.el7_8` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2020-14372`, which exists in versions `< 1:2.02-0.87.el7_9.2`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:0699) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2020-14372) severity: `High`).nnThe vulnerability can be remediated by updating the package to version `1:2.02-0.87.el7_9.2` or higher, using `yum update grub2-tools`.",null,null,grub2-tools,null,073ea60f-3b7a-472b-bc05-6ef373877f70,yum update grub2-tools,medium,P2,null,2023-03-22 15:58:43.562184,2023-04-19 15:36:31,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'ca82f1f5-4c59-5fc0-b3cd-f1f800596ddf))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:d075d199-14f9-5689-a6a1-0cb001838541:wiz_issue:ee33fca6-006a-4bce-b46b-7b47c2b12d2c,ee33fca6-006a-4bce-b46b-7b47c2b12d2c:ee33fca6-006a-4bce-b46b-7b47c2b12d2c,demo_env,wiz,virtualMachine,ee33fca6-006a-4bce-b46b-7b47c2b12d2c,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2021-26691""]",9.8,null,"The package `mod_ssl` version `1:2.4.6-95.el7` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2021-26691`, which exists in versions `< 1:2.4.6-97.el7_9.4`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2022:0143) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2021-26691) severity: `Critical`).nnThe vulnerability can be remediated by updating the package to version `1:2.4.6-97.el7_9.4` or higher, using `yum update mod_ssl`.",null,null,mod_ssl,null,ee33fca6-006a-4bce-b46b-7b47c2b12d2c,yum update mod_ssl,low,P3,null,2023-03-22 15:58:42.815198,2023-04-19 15:36:30,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'d075d199-14f9-5689-a6a1-0cb001838541))))),null,null
"""production"".""org_demo_env"".""stg_wiz_asset_vuln""",wiz_vulnerability:f65c0ad7-164f-5ab6-a221-cdabfd60a42e:wiz_issue:692ab2a4-3961-4b89-9554-1af4e2626ca6,692ab2a4-3961-4b89-9554-1af4e2626ca6:692ab2a4-3961-4b89-9554-1af4e2626ca6,demo_env,wiz,virtualMachine,692ab2a4-3961-4b89-9554-1af4e2626ca6,2023-04-20 10:01:26.638326,null,Linux,"16.171.29.68,172.31.45.222",virtualMachine,"[""CVE-2021-20254""]",6.8,null,"The package `libsmbclient` version `4.10.16-9.el7_9` was detected in `YUM/DNF package manager` on a machine running `RedHat 7.7` is vulnerable to `CVE-2021-20254`, which exists in versions `< 0:4.10.16-15.el7_9`.nnThe vulnerability was found in the [Official RedHat Security Advisories](https://access.redhat.com/errata/RHSA-2021:2313) with vendor severity: `Medium` ([NVD](https://nvd.nist.gov/vuln/detail/CVE-2021-20254) severity: `Medium`).nnThe vulnerability can be remediated by updating the package to version `4.10.16-15.el7_9` or higher, using `yum update libsmbclient`.",null,null,libsmbclient,null,692ab2a4-3961-4b89-9554-1af4e2626ca6,yum update libsmbclient,low,P3,null,2023-03-22 15:58:44.069302,2023-04-19 15:36:31,open,null,null,https://app.wiz.io/graph#~(query~(type~(~'SECURITY_TOOL_FINDING)~select~true~relationships~(~(type~(~(type~'ALERTED_ON))~with~(type~(~'CLOUD_RESOURCE)~select~true~where~(_vertexID~(EQUALS~(~'03a8cf48-bb9d-5fee-898b-40047a70c2a5))))))~where~(_vertexID~(EQUALS~(~'f65c0ad7-164f-5ab6-a221-cdabfd60a42e))))),null,null
